Final.Index,Authors,Pub.Year,Journal,Vol.p-p,Study.ID,Species,Taxon.group,Study.type,Year.span,Year,Population,Lat.Decimal.Degrees,Long.Decimal.Degrees,TemporalDataset,SpatialDataset,GenericYr,GenericSpp,Season,Generic.Population,Trait,Sex,Age,Fitness.Measure,Trait.Name,Trait.Class,Generic.Trait.Class,Fitness.Measure.Defined,Fit.Comp,N,Grad.linear.value,Grad.linear.StErr,Grad.linear.p-value,Grad.quad.value,Grad.quad.StErr,Grad.quad.p-value,Diff.linear.value,Diff.linear.StErr,Diff.linear.p-value,Diff.quad.value,Diff.quad.StErr,Diff.quad.p-value
2174,King,1993,Evolution,47(6):1819-1833,47,Nerodia sipedon,V,C,1981-1984,1981,Middle Bass Island,41.6819,-82.8094,0,7,7,1,1,4,3,1,4,1,ROWS (ht of lat blot),OtherMO,OMO,survival,S,97,0.03,0.03,ns,0.07,0.05,ns,0,,ns,0.02,,ns
2175,King,1993,Evolution,47(6):1819-1833,47,Nerodia sipedon,V,C,1981-1984,1981,Middle Bass Island,41.6819,-82.8094,0,8,7,1,1,4,4,1,4,1,VEXT extent of venter,OtherMO,OMO,survival,S,97,0.02,0.02,ns,0.01,0.02,ns,0.01,,ns,0,,ns
2176,King,1993,Evolution,47(6):1819-1833,47,Nerodia sipedon,V,C,1981-1984,1981,North Bass Island,41.7144,-82.8194,5,5,7,1,1,3,1,1,4,1,DB (dors blotches),OtherMO,OMO,survival,S,144,-0.04,0.02,<.05,0.01,0.02,ns,-0.02,,ns,0.01,,ns
2177,King,1993,Evolution,47(6):1819-1833,47,Nerodia sipedon,V,C,1981-1984,1981,North Bass Island,41.7144,-82.8194,6,6,7,1,1,3,2,1,4,1,LB (lat blotches),OtherMO,OMO,survival,S,144,0.02,0.02,ns,-0.04,0.03,ns,0,,ns,0,,ns
2178,King,1993,Evolution,47(6):1819-1833,47,Nerodia sipedon,V,C,1981-1984,1981,North Bass Island,41.7144,-82.8194,7,7,7,1,1,3,3,1,4,1,ROWS (ht of lat blot),OtherMO,OMO,survival,S,144,0.01,0.02,ns,-0.02,0.03,ns,0.01,,ns,0.02,,ns
2179,King,1993,Evolution,47(6):1819-1833,47,Nerodia sipedon,V,C,1981-1984,1981,North Bass Island,41.7144,-82.8194,8,8,7,1,1,3,4,1,4,1,VEXT extent of venter,OtherMO,OMO,survival,S,144,0,0.01,ns,0,0.01,ns,0,,ns,0.01,,ns
2180,King,1993,Evolution,47(6):1819-1833,47,Nerodia sipedon,V,C,1988-1991,1988,North Bass Island,41.7144,-82.8194,5,0,8,1,1,3,1,1,4,1,DB (dors blotches),OtherMO,OMO,survival,S,106,0.01,0.02,ns,-0.03,0.03,ns,-0.01,,ns,0,,ns
2181,King,1993,Evolution,47(6):1819-1833,47,Nerodia sipedon,V,C,1988-1991,1988,North Bass Island,41.7144,-82.8194,6,0,8,1,1,3,2,1,4,1,LB (lat blotches),OtherMO,OMO,survival,S,106,-0.02,0.03,ns,0,0.04,ns,-0.02,,ns,0.01,,ns
2182,King,1993,Evolution,47(6):1819-1833,47,Nerodia sipedon,V,C,1988-1991,1988,North Bass Island,41.7144,-82.8194,7,0,8,1,1,3,3,1,4,1,ROWS (ht of lat blot),OtherMO,OMO,survival,S,106,-0.01,0.02,ns,0.01,0.04,ns,-0.02,,ns,0.01,,ns
2183,King,1993,Evolution,47(6):1819-1833,47,Nerodia sipedon,V,C,1988-1991,1988,North Bass Island,41.7144,-82.8194,8,0,8,1,1,3,4,1,4,1,VEXT extent of venter,OtherMO,OMO,survival,S,106,0,0.02,ns,-0.01,0.01,ns,-0.01,,ns,-0.01,,ns
2184,Toju and Sota,2006,American Naturalist,167(1):105-117,48,Camellia japonica,P,C,2003,2003,Kutsuki,35.3669,135.9131,0,1,1,1,1,1,1,1,1,1,pericarp thickness,OtherMO,OMO,seed survival,S,25,,,,,,,-0.131,0.156,ns,0.348,0.258,ns
2185,Toju and Sota,2006,American Naturalist,167(1):105-117,48,Camellia japonica,P,C,2003,2003,Kyoto,35.017,135.8131,0,1,1,1,1,2,1,1,1,1,pericarp thickness,OtherMO,OMO,seed survival,S,21,,,,,,,-0.106,0.088,ns,0.015,0.107,ns
2186,Toju and Sota,2006,American Naturalist,167(1):105-117,48,Camellia japonica,P,C,2003,2003,Jurinji ,34.7605,135.3468,0,1,1,1,1,3,1,1,1,1,pericarp thickness,OtherMO,OMO,seed survival,S,32,,,,,,,-0.074,0.109,ns,-0.064,0.129,ns
2187,Toju and Sota,2006,American Naturalist,167(1):105-117,48,Camellia japonica,P,C,2003,2003,Shodoshima,34.5081,134.32,0,1,1,1,1,4,1,1,1,1,pericarp thickness,OtherMO,OMO,seed survival,S,28,,,,,,,-0.004,0.003,ns,-0.002,0.003,ns
2188,Toju and Sota,2006,American Naturalist,167(1):105-117,48,Camellia japonica,P,C,2003,2003,Nara ,34.6289,135.875,0,1,1,1,1,5,1,1,1,1,pericarp thickness,OtherMO,OMO,seed survival,S,37,,,,,,,-0.081,0.051,ns,0.005,0.069,ns
2189,Toju and Sota,2006,American Naturalist,167(1):105-117,48,Camellia japonica,P,C,2003,2003,Kiikatsuura,33.65,135.9881,0,1,1,1,1,6,1,1,1,1,pericarp thickness,OtherMO,OMO,seed survival,S,27,,,,,,,0.097,0.041,<0.05,-0.012,0.02,ns
2190,Toju and Sota,2006,American Naturalist,167(1):105-117,48,Camellia japonica,P,C,2003,2003,Taiji,33.5831,135.9631,0,1,1,1,1,7,1,1,1,1,pericarp thickness,OtherMO,OMO,seed survival,S,17,,,,,,,-0.005,0.051,ns,0.08,0.08,ns
2191,Toju and Sota,2006,American Naturalist,167(1):105-117,48,Camellia japonica,P,C,2003,2003,Arafune ,33.5331,135.8881,0,1,1,1,1,8,1,1,1,1,pericarp thickness,OtherMO,OMO,seed survival,S,37,,,,,,,0.015,0.029,ns,-0.014,0.04,ns
2192,Toju and Sota,2006,American Naturalist,167(1):105-117,48,Camellia japonica,P,C,2003,2003,Kiioshima ,33.4669,135.8631,0,1,1,1,1,9,1,1,1,1,pericarp thickness,OtherMO,OMO,seed survival,S,19,,,,,,,0.047,0.07,ns,0.101,0.096,ns
2193,Toju and Sota,2006,American Naturalist,167(1):105-117,48,Camellia japonica,P,C,2003,2003,Muroto ,33.25,134.1881,0,1,1,1,1,10,1,1,1,1,pericarp thickness,OtherMO,OMO,seed survival,S,37,,,,,,,-0.063,0.033,ns,-0.005,0.034,ns
2194,Toju and Sota,2006,American Naturalist,167(1):105-117,48,Camellia japonica,P,C,2003,2003,Usa ,33.425,133.4631,0,1,1,1,1,11,1,1,1,1,pericarp thickness,OtherMO,OMO,seed survival,S,33,,,,,,,0.032,0.015,<0.05,-0.007,0.008,ns
2195,Toju and Sota,2006,American Naturalist,167(1):105-117,48,Camellia japonica,P,C,2003,2003,Ashizuri ,32.725,133.025,0,1,1,1,1,12,1,1,1,1,pericarp thickness,OtherMO,OMO,seed survival,S,67,,,,,,,0.046,0.019,<0.05,0.012,0.009,ns
2196,Toju and Sota,2006,American Naturalist,167(1):105-117,48,Camellia japonica,P,C,2003,2003,Reihoku,32.525,130.025,0,1,1,1,1,13,1,1,1,1,pericarp thickness,OtherMO,OMO,seed survival,S,39,,,,,,,0.067,0.029,<0.05,0.039,0.018,<0.05
2197,Toju and Sota,2006,American Naturalist,167(1):105-117,48,Camellia japonica,P,C,2003,2003,Takahama,32.3419,129.975,0,1,1,1,1,14,1,1,1,1,pericarp thickness,OtherMO,OMO,seed survival,S,39,,,,,,,0.064,0.013,<0.0001,-0.012,0.008,ns
2198,Toju and Sota,2006,American Naturalist,167(1):105-117,48,Camellia japonica,P,C,2003,2003,Ushibuka,32.1581,130.025,0,1,1,1,1,15,1,1,1,1,pericarp thickness,OtherMO,OMO,seed survival,S,10,,,,,,,,,ns,,,ns
2199,Toju and Sota,2006,American Naturalist,167(1):105-117,48,Camellia japonica,P,C,2003,2003,Yahazu ,30.44,130.5,0,1,1,1,1,16,1,1,1,1,pericarp thickness,OtherMO,OMO,seed survival,S,41,,,,,,,0.044,0.017,<0.05,0.01,0.008,ns
2200,Toju and Sota,2006,American Naturalist,167(1):105-117,48,Camellia japonica,P,C,2003,2003,Hanyama,30.3831,130.3881,0,1,1,1,1,17,1,1,1,1,pericarp thickness,OtherMO,OMO,seed survival,S,21,,,,,,,0.02,0.01,ns,0.001,0.004,ns
2201,Toju,2009,BMC Evolutionary Biology,9:article 273,49,Camellia japonica,P,C,2005,2005,Yahazu ,30.44,130.5,0,1,1,1,1,1,1,1,1,1,pericarp thickness,OtherMO,OMO,proportion of surviving seeds,S,41,,,,,,,0.149,0.058,0.0137,0.111,0.089,0.2224
2202,Toju,2009,BMC Evolutionary Biology,9:article 273,49,Camellia japonica,P,C,2005,2005,Fukagawa,30.42,130.56,0,1,1,1,1,2,1,1,1,1,pericarp thickness,OtherMO,OMO,proportion of surviving seeds,S,35,,,,,,,0.024,0.04,0.5781,0.026,0.079,0.7459
2203,Toju,2009,BMC Evolutionary Biology,9:article 273,49,Camellia japonica,P,C,2005,2005,Shiratani,30.38,130.58,0,1,1,1,1,3,1,1,1,1,pericarp thickness,OtherMO,OMO,proportion of surviving seeds,S,33,,,,,,,0.109,0.057,0.0639,0.004,0.097,0.966
2204,Toju,2009,BMC Evolutionary Biology,9:article 273,49,Camellia japonica,P,C,2005,2005,Hanyama,30.38,130.39,0,1,1,1,1,4,1,1,1,1,pericarp thickness,OtherMO,OMO,proportion of surviving seeds,S,21,,,,,,,0.08,0.041,0.0685,0.021,0.069,0.7643
2205,Toju,2009,BMC Evolutionary Biology,9:article 273,49,Camellia japonica,P,C,2005,2005,Kawahara,30.35,130.39,0,1,1,1,1,5,1,1,1,1,pericarp thickness,OtherMO,OMO,proportion of surviving seeds,S,76,,,,,,,0.1,0.038,0.0094,0.038,0.055,0.4956
2206,Toju,2009,BMC Evolutionary Biology,9:article 273,49,Camellia japonica,P,C,2005,2005,Ohko-rindoh,30.31,130.42,0,1,1,1,1,6,1,1,1,1,pericarp thickness,OtherMO,OMO,proportion of surviving seeds,S,33,,,,,,,0.111,0.063,0.0878,0.038,0.08,0.6398
2207,Toju,2009,BMC Evolutionary Biology,9:article 273,49,Camellia japonica,P,C,2005,2005,Fukagawa,30.44,130.56,0,2,1,1,1,2,1,1,1,2,pericarp thickness,OtherMO,OMO,number of surviving seeds,S,35,0.015,0.132,0.91,0.244,0.232,0.301,,,,,,
2208,Toju,2009,BMC Evolutionary Biology,9:article 273,49,Camellia japonica,P,C,2005,2005,Shiratani,30.38,130.58,0,2,1,1,1,3,1,1,1,2,pericarp thickness,OtherMO,OMO,number of surviving seeds,S,33,0.538,0.193,0.0092,-0.133,0.316,0.6774,,,,,,
2209,Toju,2009,BMC Evolutionary Biology,9:article 273,49,Camellia japonica,P,C,2005,2005,Kawahara,30.35,130.39,0,2,1,1,1,5,1,1,1,2,pericarp thickness,OtherMO,OMO,number of surviving seeds,S,76,-0.065,0.148,0.662,-0.128,0.221,0.565,,,,,,
2210,Toju,2009,BMC Evolutionary Biology,9:article 273,49,Camellia japonica,P,C,2005,2005,Ohko-rindoh,30.31,130.42,0,2,1,1,1,6,1,1,1,2,pericarp thickness,OtherMO,OMO,number of surviving seeds,S,33,0.715,0.274,0.0143,0.486,0.346,0.1711,,,,,,
2211,Kuitunen et al.,2011,Canadian Journal of Zoology,89(1): 1-9,50,Calopteryx splendens,I,L,2001,2001,"Neulajoki, upper section",62.2622,25.505,1,1,1,1,1,1,1,1,1,1,Wing-spot size,OtherMO,OMO,mating success,M,185,0.68,0.57,ns,,,,0.62,0.21,ns,,,
2212,Kuitunen et al.,2011,Canadian Journal of Zoology,89(1): 1-9,50,Calopteryx splendens,I,L,2002,2002,"Neulajoki, upper section",62.2622,25.505,1,2,2,1,1,1,1,1,1,1,Wing-spot size,OtherMO,OMO,mating success,M,38,0.33,0.47,ns,,,,0.32,0.42,ns,,,
2213,Kuitunen et al.,2011,Canadian Journal of Zoology,89(1): 1-9,50,Calopteryx splendens,I,L,2003,2003,"Neulajoki, upper section",62.2622,25.505,1,0,3,1,1,1,1,1,1,1,Wing-spot size,OtherMO,OMO,mating success,M,66,0.12,0.42,ns,,,,-0.1,0.33,ns,,,
2214,Kuitunen et al.,2011,Canadian Journal of Zoology,89(1): 1-9,50,Calopteryx splendens,I,L,2001,2001,Niemenjoki,74.0011,100.0036,2,1,1,1,1,2,1,1,1,1,Wing-spot size,OtherMO,OMO,mating success,M,110,0.34,0.38,ns,,,,0.28,0.35,ns,,,
2215,Kuitunen et al.,2011,Canadian Journal of Zoology,89(1): 1-9,50,Calopteryx splendens,I,L,2002,2002,Niemenjoki,74.0011,100.0036,2,2,2,1,1,2,1,1,1,1,Wing-spot size,OtherMO,OMO,mating success,M,221,-0.06,0.15,ns,,,,-0.1,0.32,ns,,,
2216,Kuitunen et al.,2011,Canadian Journal of Zoology,89(1): 1-9,50,Calopteryx splendens,I,L,2001,2001,"Neulajoki, upper section",62.2622,25.505,3,4,1,1,1,1,2,1,1,1,Male Size,Size,Size,mating success,M,185,0.04,0.55,ns,,,,0.31,0.35,ns,,,
2217,Kuitunen et al.,2011,Canadian Journal of Zoology,89(1): 1-9,50,Calopteryx splendens,I,L,2002,2002,"Neulajoki, upper section",62.2622,25.505,3,5,2,1,1,1,2,1,1,1,Male Size,Size,Size,mating success,M,38,0.07,0.48,ns,,,,0.15,0.45,ns,,,
2218,Kuitunen et al.,2011,Canadian Journal of Zoology,89(1): 1-9,50,Calopteryx splendens,I,L,2003,2003,"Neulajoki, upper section",62.2622,25.505,3,0,3,1,1,1,2,1,1,1,Male Size,Size,Size,mating success,M,66,-0.68,0.34,<0.05,,,,-0.74,0.45,ns,,,
2219,Kuitunen et al.,2011,Canadian Journal of Zoology,89(1): 1-9,50,Calopteryx splendens,I,L,2001,2001,Niemenjoki,74.0011,100.0036,4,4,1,1,1,2,2,1,1,1,Male Size,Size,Size,mating success,M,110,-0.33,0.39,ns,,,,-0.26,0.45,ns,,,
2220,Kuitunen et al.,2011,Canadian Journal of Zoology,89(1): 1-9,50,Calopteryx splendens,I,L,2002,2002,Niemenjoki,74.0011,100.0036,4,5,2,1,1,2,2,1,1,1,Male Size,Size,Size,mating success,M,221,0.49,0.18,<0.01,,,,0.54,0.21,<0.05,,,
2221,Weese et al.,2010,Evolution,64(6): 1802-1815,51,Poecilia reticulata,V,L,2006,2006,AH06,10.4606,-61.2486,0,0,3,1,1,9,1,1,1,1,Body Size,Size,Size,survival,S,,0.06,,0.67,,,,0.04,,0.81,,,
2222,Weese et al.,2010,Evolution,64(6): 1802-1815,51,Poecilia reticulata,V,L,2006,2006,AH06,10.4606,-61.2486,0,0,3,1,1,9,2,1,1,1,Area Black,O,O,survival,S,,-0.14,,0.19,,,,-0.09,,0.54,,,
2223,Weese et al.,2010,Evolution,64(6): 1802-1815,51,Poecilia reticulata,V,L,2006,2006,AH06,10.4606,-61.2486,0,0,3,1,1,9,3,1,1,1,Green Area,O,O,survival,S,,0.01,,0.9,,,,-0.12,,0.43,,,
2224,Weese et al.,2010,Evolution,64(6): 1802-1815,51,Poecilia reticulata,V,L,2006,2006,AH06,10.4606,-61.2486,0,0,3,1,1,9,4,1,1,1,Carotenoid Area,O,O,survival,S,,0.08,,0.45,,,,-0.09,,0.53,,,
2225,Weese et al.,2010,Evolution,64(6): 1802-1815,51,Poecilia reticulata,V,L,2006,2006,AH06,10.4606,-61.2486,0,0,3,1,1,9,5,1,1,1,Structural Area,O,O,survival,S,,-0.13,,0.26,,,,0.05,,0.75,,,
2226,Weese et al.,2010,Evolution,64(6): 1802-1815,51,Poecilia reticulata,V,L,2006,2006,AH06,10.4606,-61.2486,0,0,3,1,1,9,6,1,1,1,Total Colour Area,O,O,survival,S,,-0.11,,0.4,,,,-0.09,,0.54,,,
2227,Weese et al.,2010,Evolution,64(6): 1802-1815,51,Poecilia reticulata,V,L,2004,2004,M1,10.4606,-61.2486,0,1,1,1,1,2,1,1,1,1,Body Size,Size,Size,survival,S,,0.15,,0.22,,,,-0.05,,0.6,,,
2228,Weese et al.,2010,Evolution,64(6): 1802-1815,51,Poecilia reticulata,V,L,2004,2004,M15,10.4606,-61.2486,0,1,1,1,1,6,1,1,1,1,Body Size,Size,Size,survival,S,,-0.01,,0.93,,,,-0.08,,0.33,,,
2229,Weese et al.,2010,Evolution,64(6): 1802-1815,51,Poecilia reticulata,V,L,2004,2004,DH,10.4606,-61.2486,0,1,1,1,1,10,1,1,1,1,Body Size,Size,Size,survival,S,,0.02,,0.86,,,,0.07,,0.48,,,
2230,Weese et al.,2010,Evolution,64(6): 1802-1815,51,Poecilia reticulata,V,L,2004,2004,M1,10.4606,-61.2486,0,2,1,1,1,2,2,1,1,1,Area Black,O,O,survival,S,,-0.17,,0.07,,,,-0.16,,0.07,,,
2231,Weese et al.,2010,Evolution,64(6): 1802-1815,51,Poecilia reticulata,V,L,2004,2004,M15,10.4606,-61.2486,0,2,1,1,1,6,2,1,1,1,Area Black,O,O,survival,S,,-0.16,,0.08,,,,-0.2,,0.02,,,
2232,Weese et al.,2010,Evolution,64(6): 1802-1815,51,Poecilia reticulata,V,L,2004,2004,DH,10.4606,-61.2486,0,2,1,1,1,10,2,1,1,1,Area Black,O,O,survival,S,,0.09,,0.39,,,,0.08,,0.45,,,
2233,Weese et al.,2010,Evolution,64(6): 1802-1815,51,Poecilia reticulata,V,L,2004,2004,M1,10.4606,-61.2486,0,3,1,1,1,2,3,1,1,1,Green Area,O,O,survival,S,,-0.07,,0.51,,,,0.06,,0.47,,,
2234,Weese et al.,2010,Evolution,64(6): 1802-1815,51,Poecilia reticulata,V,L,2004,2004,M15,10.4606,-61.2486,0,3,1,1,1,6,3,1,1,1,Green Area,O,O,survival,S,,-0.07,,0.41,,,,-0.11,,0.17,,,
2235,Weese et al.,2010,Evolution,64(6): 1802-1815,51,Poecilia reticulata,V,L,2004,2004,DH,10.4606,-61.2486,0,3,1,1,1,10,3,1,1,1,Green Area,O,O,survival,S,,0.15,,0.21,,,,0.14,,0.16,,,
2236,Weese et al.,2010,Evolution,64(6): 1802-1815,51,Poecilia reticulata,V,L,2004,2004,M1,10.4606,-61.2486,0,4,1,1,1,2,4,1,1,1,Carotenoid Area,O,O,survival,S,,-0.12,,0.18,,,,-0.11,,0.2,,,
2237,Weese et al.,2010,Evolution,64(6): 1802-1815,51,Poecilia reticulata,V,L,2004,2004,M15,10.4606,-61.2486,0,4,1,1,1,6,4,1,1,1,Carotenoid Area,O,O,survival,S,,-0.13,,0.14,,,,-0.18,,0.03,,,
2238,Weese et al.,2010,Evolution,64(6): 1802-1815,51,Poecilia reticulata,V,L,2004,2004,DH,10.4606,-61.2486,0,4,1,1,1,10,4,1,1,1,Carotenoid Area,O,O,survival,S,,-0.12,,0.22,,,,-0.11,,0.27,,,
2239,Weese et al.,2010,Evolution,64(6): 1802-1815,51,Poecilia reticulata,V,L,2004,2004,M1,10.4606,-61.2486,0,5,1,1,1,2,5,1,1,1,Structural Area,O,O,survival,S,,-0.23,,0.06,,,,-0.15,,0.1,,,
2240,Weese et al.,2010,Evolution,64(6): 1802-1815,51,Poecilia reticulata,V,L,2004,2004,M15,10.4606,-61.2486,0,5,1,1,1,6,5,1,1,1,Structural Area,O,O,survival,S,,0,,0.99,,,,-0.04,,0.66,,,
2241,Weese et al.,2010,Evolution,64(6): 1802-1815,51,Poecilia reticulata,V,L,2004,2004,DH,10.4606,-61.2486,0,5,1,1,1,10,5,1,1,1,Structural Area,O,O,survival,S,,-0.02,,0.87,,,,0.02,,0.86,,,
2242,Weese et al.,2010,Evolution,64(6): 1802-1815,51,Poecilia reticulata,V,L,2004,2004,M1,10.4606,-61.2486,0,6,1,1,1,2,6,1,1,1,Total Colour Area,O,O,survival,S,,-0.3,,0.01,,,,-0.21,,0.02,,,
2243,Weese et al.,2010,Evolution,64(6): 1802-1815,51,Poecilia reticulata,V,L,2004,2004,M15,10.4606,-61.2486,0,6,1,1,1,6,6,1,1,1,Total Colour Area,O,O,survival,S,,-0.24,,0.01,,,,-0.24,,0.004,,,
2244,Weese et al.,2010,Evolution,64(6): 1802-1815,51,Poecilia reticulata,V,L,2004,2004,DH,10.4606,-61.2486,0,6,1,1,1,10,6,1,1,1,Total Colour Area,O,O,survival,S,,0.02,,0.87,,,,0.05,,0.61,,,
2245,Weese et al.,2010,Evolution,64(6): 1802-1815,51,Poecilia reticulata,V,L,2004,2004,DL,10.4606,-61.2486,0,7,1,1,1,5,1,1,1,1,Body Size,Size,Size,survival,S,,0.01,,0.92,,,,-0.23,,0.02,,,
2246,Weese et al.,2010,Evolution,64(6): 1802-1815,51,Poecilia reticulata,V,L,2004,2004,M17,10.4606,-61.2486,0,7,1,1,1,7,1,1,1,1,Body Size,Size,Size,survival,S,,0.1,,0.61,,,,-0.05,,0.75,,,
2247,Weese et al.,2010,Evolution,64(6): 1802-1815,51,Poecilia reticulata,V,L,2004,2004,DL,10.4606,-61.2486,0,8,1,1,1,5,2,1,1,1,Area Black,O,O,survival,S,,-0.03,,0.64,,,,-0.2,,0.15,,,
2248,Weese et al.,2010,Evolution,64(6): 1802-1815,51,Poecilia reticulata,V,L,2004,2004,M17,10.4606,-61.2486,0,8,1,1,1,7,2,1,1,1,Area Black,O,O,survival,S,,-0.1,,0.55,,,,0.33,,0.07,,,
2249,Weese et al.,2010,Evolution,64(6): 1802-1815,51,Poecilia reticulata,V,L,2004,2004,DL,10.4606,-61.2486,0,9,1,1,1,5,3,1,1,1,Green Area,O,O,survival,S,,-0.08,,0.2,,,,-0.01,,0.92,,,
2250,Weese et al.,2010,Evolution,64(6): 1802-1815,51,Poecilia reticulata,V,L,2004,2004,M17,10.4606,-61.2486,0,9,1,1,1,7,3,1,1,1,Green Area,O,O,survival,S,,-0.16,,0.33,,,,0.06,,0.73,,,
2251,Weese et al.,2010,Evolution,64(6): 1802-1815,51,Poecilia reticulata,V,L,2004,2004,DL,10.4606,-61.2486,0,10,1,1,1,5,4,1,1,1,Carotenoid Area,O,O,survival,S,,0.03,,0.71,,,,-0.25,,0.07,,,
2252,Weese et al.,2010,Evolution,64(6): 1802-1815,51,Poecilia reticulata,V,L,2004,2004,M17,10.4606,-61.2486,0,10,1,1,1,7,4,1,1,1,Carotenoid Area,O,O,survival,S,,-0.11,,0.52,,,,-0.08,,0.65,,,
2253,Weese et al.,2010,Evolution,64(6): 1802-1815,51,Poecilia reticulata,V,L,2004,2004,DL,10.4606,-61.2486,0,11,1,1,1,5,5,1,1,1,Structural Area,O,O,survival,S,,-0.04,,0.55,,,,-0.24,,0.08,,,
2254,Weese et al.,2010,Evolution,64(6): 1802-1815,51,Poecilia reticulata,V,L,2004,2004,M17,10.4606,-61.2486,0,11,1,1,1,7,5,1,1,1,Structural Area,O,O,survival,S,,0.07,,0.71,,,,-0.08,,0.65,,,
2255,Weese et al.,2010,Evolution,64(6): 1802-1815,51,Poecilia reticulata,V,L,2004,2004,DL,10.4606,-61.2486,0,12,1,1,1,5,6,1,1,1,Total Colour Area,O,O,survival,S,,-0.05,,0.49,,,,-0.34,,0.01,,,
2256,Weese et al.,2010,Evolution,64(6): 1802-1815,51,Poecilia reticulata,V,L,2004,2004,M17,10.4606,-61.2486,0,12,1,1,1,7,6,1,1,1,Total Colour Area,O,O,survival,S,,-0.15,,0.39,,,,0.09,,0.61,,,
2257,Weese et al.,2010,Evolution,64(6): 1802-1815,51,Poecilia reticulata,V,L,2005,2005,M16,10.4606,-61.2486,0,13,2,1,1,1,1,1,1,1,Body Size,Size,Size,survival,S,,-0.05,,0.54,,,,-0.08,,0.11,,,
2258,Weese et al.,2010,Evolution,64(6): 1802-1815,51,Poecilia reticulata,V,L,2005,2005,M10,10.4606,-61.2486,0,13,2,1,1,3,1,1,1,1,Body Size,Size,Size,survival,S,,-0.01,,0.89,,,,-0.08,,0.07,,,
2259,Weese et al.,2010,Evolution,64(6): 1802-1815,51,Poecilia reticulata,V,L,2005,2005,AL,10.4606,-61.2486,0,13,2,1,1,4,1,1,1,1,Body Size,Size,Size,survival,S,,-0.08,,0.75,,,,0,,0.94,,,
2260,Weese et al.,2010,Evolution,64(6): 1802-1815,51,Poecilia reticulata,V,L,2005,2005,AH05,10.4606,-61.2486,0,13,2,1,1,8,1,1,1,1,Body Size,Size,Size,survival,S,,-0.11,,0.71,,,,-0.01,,0.9,,,
2261,Weese et al.,2010,Evolution,64(6): 1802-1815,51,Poecilia reticulata,V,L,2005,2005,M16,10.4606,-61.2486,0,14,2,1,1,1,2,1,1,1,Area Black,O,O,survival,S,,-0.02,,0.72,,,,-0.02,,0.72,,,
2262,Weese et al.,2010,Evolution,64(6): 1802-1815,51,Poecilia reticulata,V,L,2005,2005,M10,10.4606,-61.2486,0,14,2,1,1,3,2,1,1,1,Area Black,O,O,survival,S,,-0.01,,0.89,,,,-0.09,,0.04,,,
2263,Weese et al.,2010,Evolution,64(6): 1802-1815,51,Poecilia reticulata,V,L,2005,2005,AL,10.4606,-61.2486,0,14,2,1,1,4,2,1,1,1,Area Black,O,O,survival,S,,0.01,,0.94,,,,-0.03,,0.66,,,
2264,Weese et al.,2010,Evolution,64(6): 1802-1815,51,Poecilia reticulata,V,L,2005,2005,AH05,10.4606,-61.2486,0,14,2,1,1,8,2,1,1,1,Area Black,O,O,survival,S,,0.32,,0.1,,,,-0.12,,0.2,,,
2265,Weese et al.,2010,Evolution,64(6): 1802-1815,51,Poecilia reticulata,V,L,2005,2005,M16,10.4606,-61.2486,0,15,2,1,1,1,3,1,1,1,Green Area,O,O,survival,S,,-0.05,,0.47,,,,-0.06,,0.22,,,
2266,Weese et al.,2010,Evolution,64(6): 1802-1815,51,Poecilia reticulata,V,L,2005,2005,M10,10.4606,-61.2486,0,15,2,1,1,3,3,1,1,1,Green Area,O,O,survival,S,,-0.02,,0.7,,,,-0.12,,0.01,,,
2267,Weese et al.,2010,Evolution,64(6): 1802-1815,51,Poecilia reticulata,V,L,2005,2005,AL,10.4606,-61.2486,0,15,2,1,1,4,3,1,1,1,Green Area,O,O,survival,S,,-0.08,,0.58,,,,-0.08,,0.22,,,
2268,Weese et al.,2010,Evolution,64(6): 1802-1815,51,Poecilia reticulata,V,L,2005,2005,AH05,10.4606,-61.2486,0,15,2,1,1,8,3,1,1,1,Green Area,O,O,survival,S,,-0.03,,0.89,,,,0.06,,0.53,,,
2269,Weese et al.,2010,Evolution,64(6): 1802-1815,51,Poecilia reticulata,V,L,2005,2005,M16,10.4606,-61.2486,0,16,2,1,1,1,4,1,1,1,Carotenoid Area,O,O,survival,S,,0.02,,0.66,,,,0,,0.98,,,
2270,Weese et al.,2010,Evolution,64(6): 1802-1815,51,Poecilia reticulata,V,L,2005,2005,M10,10.4606,-61.2486,0,16,2,1,1,3,4,1,1,1,Carotenoid Area,O,O,survival,S,,-0.11,,0.06,,,,-0.16,,0,,,
2271,Weese et al.,2010,Evolution,64(6): 1802-1815,51,Poecilia reticulata,V,L,2005,2005,AL,10.4606,-61.2486,0,16,2,1,1,4,4,1,1,1,Carotenoid Area,O,O,survival,S,,-0.26,,0.09,,,,0.03,,0.65,,,
2272,Weese et al.,2010,Evolution,64(6): 1802-1815,51,Poecilia reticulata,V,L,2005,2005,AH05,10.4606,-61.2486,0,16,2,1,1,8,4,1,1,1,Carotenoid Area,O,O,survival,S,,-0.06,,0.74,,,,0.04,,0.67,,,
2273,Weese et al.,2010,Evolution,64(6): 1802-1815,51,Poecilia reticulata,V,L,2005,2005,M16,10.4606,-61.2486,0,17,2,1,1,1,5,1,1,1,Structural Area,O,O,survival,S,,-0.02,,0.81,,,,-0.04,,0.4,,,
